id,title,provider,time,url,skills,probabilities
1114,Introduction to DevOps,IBM,36,https://www.coursera.org/learn/intro-to-devops,Confer with co-workers or internal stakeholders to coordinate operational activities;;Confer with other staff to resolve design or operational problems;;Develop collaborative relationships between departments or with external organisations;;Develop data analysis or data management procedures;;Develop guidelines for system implementation;;Develop organisational policies or programs;;Develop software applications;;Develop software or applications for scientific or technical use;;Develop specifications for computer network operation;;Develop testing routines or procedures;;Devise research or testing protocols;;Maintain client information or service records;;Maintain contingency plans for disaster recovery;;Manage guest services,
1115,Gamification,University of Pennsylvania,17,https://www.coursera.org/learn/gamification,"Apply knowledge, understanding and respect of culturally significant sites or objects;;Compute gaming wins and losses;;Conduct amusement or gaming activities;;Conduct gaming transactions;;Coordinate athletic or sporting events or activities;;Design psychological or educational treatment procedures or programs;;Develop artistic or design concepts for decoration, exhibition, performance or commercial purposes;;Develop educational goals, standards, policies or procedures;;Develop ideas for entertainment programs and features;;Develop procedures to evaluate organisational activities;;Direct design or development activities;;Evaluate effectiveness of educational programs;;Evaluate program effectiveness",
1120,Getting Started with Git and GitHub,IBM,12,https://www.coursera.org/learn/getting-started-with-git-and-github,"Communicate project information to others;;Confer with others to coordinate maintenance or cleaning activities;;Develop promotional materials;;Develop software applications;;Develop software or applications for scientific or technical use;;Issue certificates or licenses;;Maintain data in information systems or databases;;Maintain records, documents or other files;;Manage documentation to ensure organisation or accuracy;;Manage scientific or technical project resources;;Obtain copyrights or other legal permissions;;Perform manual service or maintenance tasks;;Promote goods, services, or programs",
1122,Developing AI Applications with Python and Flask,IBM,12,https://www.coursera.org/learn/python-project-for-ai-application-development,"Anticipate the organisational implications of machine learning models;;Design websites or applications;;Develop guidelines for system implementation;;Develop software applications;;Develop software or applications for scientific or technical use;;Develop specifications or procedures for website development or maintenance;;Develop tools to diagnose or assess needs;;Establish standards for products, processes or procedures;;Examine documents to verify adherence to requirements;;Inspect completed work to ensure proper installation",
1124,Introduction to User Experience Design,Georgia Institute of Technology,6,https://www.coursera.org/learn/user-experience-design,,
1126,Version Control,Meta,12,https://www.coursera.org/learn/introduction-to-version-control,"Code data or other information;;Collaborate on research activities with scientists or technical specialists;;Collaborate with other professionals to develop education or assistance programs;;Collaborate with others to develop or refine designs;;Communicate project information to others;;Compile data or documentation;;Compile technical information or documentation;;Configure computer networks;;Develop procedures for data management;;Develop specifications or procedures for website development or maintenance;;Edit documents;;Enter commands, instructions, or specifications into equipment;;Implement security measures for computer or information systems;;Inspect installed components or assemblies",
1129,Introduction to Python Programming,University of Pennsylvania,12,https://www.coursera.org/learn/python-programming-intro,Apply machine learning techniques to data;;Calculate data to inform organisational operations;;Compile data or documentation;;Compile technical information or documentation;;Complete documentation required by programs or regulations;;Design computer modelling or simulation programs;;Determine operational methods;;Determine operational procedures;;Develop data analysis or data management procedures;;Develop software applications;;Develop software or applications for scientific or technical use,
1133,Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,12,https://www.coursera.org/learn/cs-fundamentals-1,"Construct patterns, templates or other work aids;;Create databases to store electronic data;;Design civil structures or systems;;Design computer modelling or simulation programs;;Design integrated computer systems;;Develop computer or information systems;;Develop data analysis or data management procedures;;Develop models of information or communications systems;;Develop software applications;;Develop specifications for computer network operation;;Maintain computer equipment or software;;Manage budgets for appropriate resource allocation",
1134,Developing Front-End Apps with React,IBM,12,https://www.coursera.org/learn/developing-frontend-apps-with-react,"Build models, patterns or templates;;Construct patterns, templates or other work aids;;Coordinate with external parties to exchange information;;Design websites or applications;;Develop content for sales presentations or other materials;;Develop diagrams or flow charts of system operation;;Develop procedures for data management;;Develop software applications;;Gather information in order to provide services to clients;;Make devices or components;;Test characteristics of materials or structures;;Test electrical circuits or components for proper functioning;;Test electrical equipment or systems to ensure proper functioning",
1136,Using Python to Access Web Data,University of Michigan,36,https://www.coursera.org/learn/python-network-data,"Analyse data to inform staffing decisions;;Analyse financial information;;Analyse jobs using observation, survey or interview techniques;;Analyse medical data;;Analyse website or related online data to track trends or usage;;Construct patterns, templates or other work aids;;Develop guidelines for system implementation;;Develop procedures for data entry or processing;;Develop specifications for computer network operation;;Document network-related activities or tasks;;Download data;;Enter information into databases or software programs;;Maintain computer networks to enhance performance and user access",
1137,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,12,https://www.coursera.org/learn/algorithms-divide-conquer,"Analyse biological samples;;Analyse data to identify or resolve operational problems;;Analyse medical data;;Analyse operational data;;Apply machine learning techniques to data;;Calculate data to inform organisational operations;;Cut foods;;Cut materials according to specifications or needs;;Cut openings in existing structures;;Determine operational methods;;Develop procedures for data management;;Estimate time requirements for development or production projects;;Modify software programs to improve performance;;Promote products, activities, or organisations",
1138,Kotlin for Java Developers,JetBrains,25,https://www.coursera.org/learn/kotlin-for-java-developers,"Build models, patterns or templates;;Construct patterns, templates or other work aids;;Create models of engineering designs or methods;;Determine operational methods;;Develop computer or information systems;;Develop promotional materials;;Develop promotional strategies for religious organisations;;Develop software applications;;Develop software or applications for scientific or technical use;;Process library materials;;Promote goods, services, or programs",
1139,Algorithmic Toolbox,University of California San Diego,36,https://www.coursera.org/learn/algorithmic-toolbox,Analyse financial records to improve efficiency;;Analyse shipping information to make routing decisions;;Apply machine learning techniques to data;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Calculate data to inform organisational operations;;Choose optimal transportation routes or speeds;;Collect data about customer needs;;Determine methods to minimise environmental impact;;Develop testing routines or procedures;;Estimate operational costs;;Estimate time or monetary resources needed to complete projects;;Estimate time requirements for development or production projects;;Inspect systems to determine if they are operating properly;;Review blueprints or other instructions to determine operational methods or sequences,
1145,Introduction to Programming with MATLAB,Vanderbilt University,36,https://www.coursera.org/learn/matlab,"Apply information technology to solve business or other applied problems;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Construct patterns, templates or other work aids;;Create models of engineering designs or methods;;Design computer modelling or simulation programs;;Determine operational criteria or specifications;;Determine operational methods;;Develop diagrams or flow charts of system operation;;Develop equipment or component configurations;;Develop software applications;;Fabricate parts or components",
1149,Introduction to Back-End Development,Meta,12,https://www.coursera.org/learn/introduction-to-back-end-development,"Adjust office equipment;;Construct patterns, templates or other work aids;;Create technology-based learning materials;;Design layout of art or product exhibits, displays or promotional materials;;Design templates or patterns;;Design websites or applications;;Develop computer or information systems;;Develop models of information or communications systems;;Develop social media materials;;Develop software applications;;Develop specifications for computer network operation;;Maintain computer networks to enhance performance and user access",
1150,Introduction to Web Development,"University of California, Davis",10,https://www.coursera.org/learn/web-development,"Act as an advocate or communicator regarding the cultural, diversity or accessibility needs of others;;Apply makeup;;Assist individuals with accessibility needs;;Compile technical information or documentation;;Construct patterns, templates or other work aids;;Create technology-based learning materials;;Design websites or applications;;Inspect completed work to ensure proper installation;;Install fencing or other barriers;;Maintain logs of production activities;;Promote goods, services, or programs;;Provide information to the general public;;Publish content on digital platforms or social media sites",
1151,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem,89,https://www.coursera.org/learn/nand2tetris2,,
1153,Introduction to Self-Driving Cars,University of Toronto,36,https://www.coursera.org/learn/intro-self-driving-cars,"Adjust equipment controls to regulate flow of liquids;;Adjust equipment controls to regulate flow of production;;Adjust prostheses or other assistive devices;;Adjust vehicle components according to specifications;;Analyse design requirements for computer or electronics systems;;Create physical models or prototypes;;Design control systems for mechanical or other equipment;;Design industrial processing systems;;Design integrated computer systems;;Develop safety standards, policies or procedures;;Drive vehicles to transport individuals or equipment;;Ensure passenger compliance with vehicle safety, regulations and standards;;Follow safety procedures for loading and unloading vehicles",
1154,Getting Started with Front-End and Web Development,IBM,,https://www.coursera.org/learn/getting-started-with-front-end-and-web-development,"Construct patterns, templates or other work aids;;Design websites or applications;;Develop content for sales presentations or other materials;;Develop instructional materials;;Develop performance metrics or standards related to information technology;;Develop promotional materials;;Develop social media materials;;Develop software applications;;Develop specifications or procedures for website development or maintenance",
1155,Introduction to Scrum Master Training,LearnQuest,36,https://www.coursera.org/learn/introduction-to-certified-scrum-master,"Conduct scientific research of organisational behaviour or processes;;Confer with others to conduct or arrange operational activities;;Coordinate activities of production staff;;Coordinate athletic or sporting events or activities;;Demonstrate activity techniques or equipment use;;Develop operating strategies, plans or procedures;;Develop organisational goals or objectives;;Develop organisational methods or procedures;;Develop technical methods or processes;;Document operational activities;;Inventory materials or equipment;;Manage human resources activities;;Manage information technology projects or system activities;;Manage operations, research or logistics projects;;Select staff, team members or performers",
1157,Using Databases with Python,University of Michigan,36,https://www.coursera.org/learn/python-databases,"Advise others on technical requirements for surveying, mapping and spatial information systems;;Analyse data to inform operational decisions or activities;;Analyse website or related online data to track trends or usage;;Calculate data to inform organisational operations;;Create databases to store electronic data;;Create maps;;Develop data analysis or data management procedures;;Develop database parameters or specifications;;Develop organisational methods or procedures;;Develop procedures for data entry or processing;;Develop procedures for data management;;Maintain data in information systems or databases",
1159,Machine Learning for All,University of London,21,https://www.coursera.org/learn/uol-machine-learning-for-all,Advise others on health and safety issues;;Advise others on the development or use of new technologies;;Analyse data to inform operational decisions or activities;;Analyse medical data;;Analyse risks to minimise losses or damages;;Anticipate the organisational implications of machine learning models;;Apply machine learning techniques to data;;Create technology-based learning materials;;Evaluate data quality,
1160,Agile Meets Design Thinking,University of Virginia,12,https://www.coursera.org/learn/uva-darden-getting-started-agile,"Apply new technologies to improve work processes;;Conduct research to gain information about products or processes;;Conduct surveys in organisations;;Confer with other staff to resolve design or operational problems;;Coordinate design activities;;Create technology-based learning materials;;Design research studies to obtain scientific information;;Design templates or patterns;;Develop computer or information systems;;Develop information communication procedures;;Develop operating strategies, plans or procedures;;Develop organisational methods or procedures;;Develop software applications;;Develop working relationships with others to facilitate program activities;;Maintain computer equipment or software",
1161,Linux System Programming and Introduction to Buildroot,University of Colorado Boulder,12,https://www.coursera.org/learn/linux-system-programming-introduction-to-buildroot,"Compile technical information or documentation;;Construct patterns, templates or other work aids;;Create databases to store electronic data;;Design industrial processing systems;;Design integrated computer systems;;Develop software applications;;Develop software or applications for scientific or technical use;;Maintain computer equipment or software;;Make devices or components;;Operate computer systems;;Program equipment to perform production tasks",
1163,Python Programming Fundamentals,Duke University,23,https://www.coursera.org/learn/python-programming-fundamentals,Apply information technology to solve business or other applied problems;;Calculate data to inform organisational operations;;Conduct validation tests of equipment or processes;;Design computer modelling or simulation programs;;Develop data analysis or data management procedures;;Develop diagrams or flow charts of system operation;;Develop guidelines for system implementation;;Develop procedures for data entry or processing;;Develop procedures for data management;;Develop software applications;;Develop specifications or procedures for website development or maintenance;;Enter information into databases or software programs;;Inspect equipment or systems;;Inspect systems to determine if they are operating properly;;Operate computer systems;;Test computer system operations to ensure proper functioning,
1164,"Everyday Excel, Part 1",University of Colorado Boulder,36,https://www.coursera.org/learn/everyday-excel-part-1,,
1166,"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,36,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,,
1169,Continuous Delivery & DevOps,University of Virginia,8,https://www.coursera.org/learn/uva-darden-continous-delivery-devops,Advise others on ways to improve processes or products;;Collaborate with health care professionals to plan or provide treatment;;Conduct test runs of production equipment;;Conduct validation tests of equipment or processes;;Confer with co-workers or internal stakeholders to coordinate operational activities;;Coordinate operational activities;;Design civil structures or systems;;Develop computer or information systems;;Develop organisational policies or programs;;Develop specifications or procedures for website development or maintenance;;Develop testing routines or procedures;;Direct health care delivery programs;;Establish operational policies;;Implement design or process improvements,
1170,Introduction to High-Performance and Parallel Computing,University of Colorado Boulder,14,https://www.coursera.org/learn/introduction-high-performance-computing,Analyse project data to determine specifications or requirements;;Apply machine learning techniques to data;;Design computer modelling or simulation programs;;Design industrial processing systems;;Design integrated computer systems;;Determine resource needs;;Determine technical requirements of productions or projects;;Develop models of information or communications systems;;Estimate technical or resource requirements for development or production projects;;Evaluate utility of software or hardware technologies;;Maintain computer equipment or software;;Maintain computer networks to enhance performance and user access;;Monitor the performance of computer networks,
1171,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",36,https://www.coursera.org/learn/c-for-everyone,Design computer modelling or simulation programs;;Design integrated computer systems;;Determine operational methods;;Develop computer or information systems;;Develop procedures for data entry or processing;;Develop software applications;;Develop specifications for computer network operation;;Develop testing routines or procedures;;Enter information into databases or software programs;;Modify software programs to improve performance,
1174,Introduction to Medical Software,Yale University,37,https://www.coursera.org/learn/introduction-to-medical-software,"Collect medical information from patients, family members or other medical professionals;;Communicate health and wellness information to the public;;Design public or employee health programs;;Develop health care quality and safety procedures;;Develop safety standards, policies or procedures;;Develop specifications or procedures for website development or maintenance;;Direct design or development activities;;Direct quality control activities;;Establish standards for medical care;;Estimate time requirements for development or production projects;;Fabricate medical devices;;Follow protocols or regulations for health care activities;;Manage health care operations;;Monitor medical facility activities to ensure adherence to standards or regulations;;Move patients to or from treatment areas",
1175,Blockchain: Foundations and Use Cases,ConsenSys Academy,10,https://www.coursera.org/learn/blockchain-foundations-and-use-cases,"Analyse security of systems, network or data;;Apply information technology to solve business or other applied problems;;Assess risks to business operations;;Collect, process and preserve digital records or evidence in accordance with procedures;;Design websites or applications;;Develop business or financial information systems;;Develop computer or information systems;;Develop models of information or communications systems;;Develop specifications for computer network operation;;Develop technical methods or processes;;Identify new applications for existing technologies",
1176,Introduction to Software Testing,University of Minnesota,12,https://www.coursera.org/learn/introduction-software-testing,Analyse laboratory findings;;Analyse test results;;Analyse test results to inform diagnosis or treatment;;Conduct validation tests of equipment or processes;;Develop testing routines or procedures;;Devise research or testing protocols;;Inspect products or operations to ensure that standards are met;;Prepare tests,
1177,Introduction to Cybersecurity Careers,IBM,12,https://www.coursera.org/learn/introduction-to-cybersecurity-careers,Apply and maintain information security controls as required by policies or risk assessments;;Assess network-related risks and specify recovery routines and contingency procedures;;Develop computer or information security policies or procedures;;Develop computer or information systems;;Identify security threats and determine counter measures;;Implement security measures for computer or information systems,
1178,Data Structures,University of California San Diego,36,https://www.coursera.org/learn/data-structures,"Analyse design requirements for computer or electronics systems;;Analyse security of systems, network or data;;Construct patterns, templates or other work aids;;Create databases to store electronic data;;Design integrated computer systems;;Develop diagrams or flow charts of system operation;;Develop library or archival databases;;Develop procedures for data entry or processing;;Develop procedures for data management;;Estimate operational costs;;Modify software programs to improve performance",
1183,Version Control with Git,Atlassian,13,https://www.coursera.org/learn/version-control-with-git,,
1184,Fundamentals of Software Architecture for Big Data,University of Colorado Boulder,12,https://www.coursera.org/learn/software-architecture-for-big-data-fundamentals,Coordinate special events or programs;;Create databases to store electronic data;;Develop data analysis or data management procedures;;Develop guidelines for system implementation;;Develop models of information or communications systems;;Develop procedures for data entry or processing;;Develop procedures for data management;;Develop software applications;;Develop technical methods or processes;;Develop technical or scientific databases,
1185,Introduction to Structured Query Language (SQL),University of Michigan,12,https://www.coursera.org/learn/intro-sql,Assess database performance;;Compile geographic or related data;;Create databases to store electronic data;;Design websites or applications;;Develop business relationships;;Develop data analysis or data management procedures;;Develop database parameters or specifications;;Develop procedures for data management;;Develop software applications;;Enter information into databases or software programs;;Establish interpersonal business relationships to facilitate work activities,
1186,Blockchain Basics,University at Buffalo,12,https://www.coursera.org/learn/blockchain-basics,"Advise clients on security requirements and design security measures;;Advise others on business or operational matters;;Analyse security of systems, network or data;;Apply information technology to solve business or other applied problems;;Develop business or financial information systems;;Develop diagrams or flow charts of system operation;;Develop models of information or communications systems;;Develop specifications for computer network operation;;Establish standards for products, processes or procedures;;Operate computer systems;;Operate computers or computerised equipment",
1188,Coding Interview Preparation,Meta,12,https://www.coursera.org/learn/coding-interview-preparation,"Apply information technology to solve business or other applied problems;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Communicate technical information to suppliers, contractors or regulatory agencies;;Conduct eligibility or selection interviews;;Design computer modelling or simulation programs;;Determine presentation subjects or content;;Develop business or market strategies;;Develop computer or information systems;;Develop information communication procedures;;Develop instructional materials;;Develop procedures for data entry or processing;;Develop procedures for data management;;Develop specifications for computer network operation;;Enter information into databases or software programs;;Explain technical medical information to patients",
1190,Java Programming: Solving Problems with Software,Duke University,36,https://www.coursera.org/learn/java-programming,Analyse data to inform operational decisions or activities;;Analyse environmental data;;Analyse market research data;;Apply information technology to solve business or other applied problems;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Apply multiple teaching methods;;Calculate data to inform organisational operations;;Compile data or documentation;;Create models of engineering designs or methods;;Determine operational methods;;Develop diagrams or flow charts of system operation;;Develop procedures for data entry or processing;;Develop software applications;;Enter information into databases or software programs;;Modify software programs to improve performance,
1191,Introduction to 3D Modeling,University of Michigan,27,https://www.coursera.org/learn/introduction-to-3d-modeling,"Build models, patterns or templates;;Construct distinctive physical objects for artistic, functional or commercial purposes;;Create computer-generated graphics or animation;;Create graphical representations of civil structures;;Create graphical representations of mechanical equipment;;Create models of engineering designs or methods;;Create physical models or prototypes",
1193,Cyber Security Fundamentals,University of London,21,https://www.coursera.org/learn/cyber-security-fundamentals,"Advise clients on security requirements and design security measures;;Analyse security of systems, network or data;;Apply and maintain information security controls as required by policies or risk assessments;;Collaborate with law enforcement or security agencies to respond to incidents;;Develop computer or information security policies or procedures;;Develop safety standards, policies or procedures;;Develop software or applications for scientific or technical use;;Identify security threats and determine counter measures;;Implement security measures for computer or information systems;;Inspect facilities to ensure compliance with security or safety regulations",
1195,Introduction to Google Workspace Administration,Google Cloud,12,https://www.coursera.org/learn/introduction-google-workspace,Develop business or financial information systems;;Develop computer or information security policies or procedures;;Develop computer or information systems;;Direct administrative or support services;;Direct security operations;;Implement security measures for computer or information systems;;Inspect operational processes;;Inspect systems to determine if they are operating properly;;Manage information technology projects or system activities;;Monitor computer system performance to ensure proper operation;;Monitor work areas to provide security;;Operate office equipment,
1196,Introduction to HTML5,University of Michigan,12,https://www.coursera.org/learn/html,"Apply and maintain information security controls as required by policies or risk assessments;;Assist individuals with accessibility needs;;Assist students with special educational needs;;Care for patients with disabilities to live more independently;;Construct patterns, templates or other work aids;;Create technology-based learning materials;;Design layout of art or product exhibits, displays or promotional materials;;Design layouts for print publications;;Design templates or patterns;;Design websites or applications;;Develop policies or procedures for archives, museums or libraries;;Develop specifications or procedures for website development or maintenance;;Enter information into databases or software programs;;Examine documents to verify adherence to requirements;;Examine personal documentation to ensure that it is valid;;Provide information to the general public;;Provide technical information or assistance to public;;Publish content on digital platforms or social media sites;;Verify information or specifications",
1197,Mathematical Thinking in Computer Science,University of California San Diego,36,https://www.coursera.org/learn/what-is-a-proof,,
1198,Web3 and Blockchain Fundamentals,INSEAD,3,https://www.coursera.org/learn/web3-blockchain-fundamentals,"Advise clients on security requirements and design security measures;;Analyse security of systems, network or data;;Apply information technology to solve business or other applied problems;;Assess risks to business operations;;Collaborate with others to resolve information technology issues;;Develop business or financial information systems;;Develop models of information or communications systems",
1200,Designing User Interfaces and Experiences (UI/UX),IBM,12,https://www.coursera.org/learn/designing-user-interfaces-and-experiences-uiux,"Coordinate design activities;;Create diagrams or blueprints for work pieces or products;;Create technology-based learning materials;;Design layout of art or product exhibits, displays or promotional materials;;Design layouts for print publications;;Design templates or patterns;;Design websites or applications;;Develop software applications;;Develop specifications or procedures for website development or maintenance;;Document design or development procedures;;Exchange information with colleagues",
1201,"Introduction to Software, Programming, and Databases",IBM,36,https://www.coursera.org/learn/introduction-software-programming-and-databases,Apply and maintain information security controls as required by policies or risk assessments;;Apply information technology to solve business or other applied problems;;Create databases to store electronic data;;Develop computer or information security policies or procedures;;Develop computer or information systems;;Develop database parameters or specifications;;Develop procedures for data management;;Develop software applications;;Develop software or applications for scientific or technical use;;Direct installation activities;;Ensure business strategies comply with information security standards;;Gather information in order to provide services to clients;;Identify information technology project resource requirements;;Install computer software,
1202,Application Development using Microservices and Serverless,IBM,36,https://www.coursera.org/learn/applications-development-microservices-serverless-openshift,"Build models, patterns or templates;;Construct patterns, templates or other work aids;;Design industrial processing systems;;Design templates or patterns;;Develop guidelines for system implementation;;Develop models of information or communications systems;;Develop software applications;;Direct organisational operations, projects or services;;Maintain water vessels or marine equipment;;Manage guest services;;Operate computer systems;;Operate ships or other watercraft",
1203,Django Web Framework,Meta,36,https://www.coursera.org/learn/django-web-framework,"Build models, patterns or templates;;Construct patterns, templates or other work aids;;Create databases to store electronic data;;Design templates or patterns;;Design websites or applications;;Develop database parameters or specifications;;Develop guidelines for system implementation;;Develop procedures for data entry or processing;;Develop software applications",
1204,"Programming Foundations with JavaScript, HTML and CSS",Duke University,36,https://www.coursera.org/learn/duke-programming-web,"Apply makeup;;Create computer-generated graphics or animation;;Create images of data, locations or products;;Create images or other visual displays;;Create technology-based learning materials;;Design computer modelling or simulation programs;;Design websites or applications;;Develop software applications;;Develop specifications or procedures for website development or maintenance;;Enter codes or other information into computers;;Enter commands, instructions, or specifications into equipment;;Enter information into databases or software programs;;Promote goods, services, or programs;;Promote products, activities, or organisations",
1205,Front-End Developer Capstone,Meta,12,https://www.coursera.org/learn/meta-front-end-developer-capstone,"Build models, patterns or templates;;Design layout of art or product exhibits, displays or promotional materials;;Design templates or patterns;;Design websites or applications;;Develop content for sales presentations or other materials;;Develop social media materials;;Develop software applications;;Develop specifications or procedures for website development or maintenance;;Develop strategies or programs for students with accessibility needs;;Develop testing routines or procedures",
1206,Getting Started with Go,"University of California, Irvine",36,https://www.coursera.org/learn/golang-getting-started,"Compile data or documentation;;Compile operational data;;Convert data among multiple digital or analogue formats;;Design computer modelling or simulation programs;;Develop diagrams or flow charts of system operation;;Develop procedures for data entry or processing;;Develop software applications;;Develop specifications for computer network operation;;Enter codes or other information into computers;;Enter commands, instructions, or specifications into equipment;;Enter information into databases or software programs;;Interpret blueprints, specifications or diagrams",
1207,Programming Fundamentals,Duke University,12,https://www.coursera.org/learn/programming-fundamentals,Analyse data to inform operational decisions or activities;;Apply information technology to solve business or other applied problems;;Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields;;Design psychological or educational treatment procedures or programs;;Develop computer or information systems;;Develop data analysis or data management procedures;;Develop software applications;;Develop testing routines or procedures;;Inspect systems to determine if they are operating properly;;Maintain computer equipment or software;;Modify software programs to improve performance,
1208,Ordered Data Structures,University of Illinois at Urbana-Champaign,12,https://www.coursera.org/learn/cs-fundamentals-2,Anticipate the organisational implications of machine learning models;;Apply machine learning techniques to data;;Calculate data to inform organisational operations;;Collate or assemble product orders;;Create databases to store electronic data;;Design civil structures or systems;;Develop data analysis or data management procedures;;Develop procedures for data entry or processing;;Develop procedures for data management;;Install equipment to protect or support trees;;Review blueprints or other instructions to determine operational methods or sequences,
1209,Introduction to Software Product Management,University of Alberta,12,https://www.coursera.org/learn/introduction-to-software-product-management,"Advise others on ways to improve processes or products;;Coordinate resource procurement activities;;Determine technical requirements of productions or projects;;Develop detailed project plans;;Develop marketing plans or strategies;;Develop new or advanced products or production methods;;Develop operating strategies, plans or procedures;;Develop organisational methods or procedures;;Develop software applications;;Direct activities of staff;;Direct design or development activities;;Inspect products or operations to ensure that standards are met;;Manage outreach activities;;Provide technical support for software maintenance or use",
1210,Effective Programming in Scala,École Polytechnique Fédérale de Lausanne,74,https://www.coursera.org/learn/effective-scala,Analyse data to inform operational decisions or activities;;Calculate data to inform organisational operations;;Communicate with others to coordinate activities;;Coordinate design activities;;Coordinate operational activities;;Develop data analysis or data management procedures;;Develop models of information or communications systems;;Develop organisational methods or procedures;;Develop procedures for data entry or processing;;Develop software applications;;Develop testing routines or procedures;;Inspect equipment or systems;;Inspect systems to determine if they are operating properly,
1211,Introduction to Java and Object-Oriented Programming,University of Pennsylvania,12,https://www.coursera.org/learn/java-object-oriented-programming,"Analyse test results;;Build models, patterns or templates;;Construct patterns, templates or other work aids;;Design computer modelling or simulation programs;;Design electronic or computer equipment or instrumentation;;Develop computer or information systems;;Develop software applications;;Develop software or applications for scientific or technical use;;Develop testing routines or procedures;;Devise research or testing protocols",
1214,Problem Solving Using Computational Thinking,University of Michigan,11,https://www.coursera.org/learn/compthinking,,
1215,Information Technology (IT) Fundamentals for Everyone,IBM,36,https://www.coursera.org/learn/information-technology-it-fundamentals-for-everyone,Apply and maintain information security controls as required by policies or risk assessments;;Configure computer networks;;Create databases to store electronic data;;Design integrated computer systems;;Develop computer or information security policies or procedures;;Develop models of information or communications systems;;Develop procedures for data management;;Develop software applications;;Develop specifications for computer network operation;;Ensure business strategies comply with information security standards;;Identify information technology project resource requirements;;Maintain computer networks to enhance performance and user access,
1216,Introduction to Programming,Ball State University,19,https://www.coursera.org/learn/ball-state-university-introduction-to-programming-open-content,"Analyse environmental data;;Analyse information obtained from news sources;;Analyse operational or research data;;Apply machine learning techniques to data;;Construct patterns, templates or other work aids;;Create databases to store electronic data;;Design computer modelling or simulation programs;;Determine appropriate methods for data analysis;;Develop computer or information systems;;Develop data analysis or data management procedures;;Develop procedures for data entry or processing;;Develop software applications;;Enter codes or other information into computers",
1218,Introduction to Android Mobile Application Development,Meta,12,https://www.coursera.org/learn/introduction-to-android-mobile-application-development,"Compile and screen content for radio and television programming;;Conduct market research;;Construct patterns, templates or other work aids;;Create technology-based learning materials;;Design templates or patterns;;Design websites or applications;;Develop content for sales presentations or other materials;;Develop software applications;;Develop software or applications for scientific or technical use;;Develop testing routines or procedures;;Explain use of products or services;;Inspect telecommunications equipment to identify problems",
1219,Create Machine Learning Models in Microsoft Azure,Microsoft,12,https://www.coursera.org/learn/create-machine-learning-models-in-microsoft-azure,"Analyse data to identify or resolve operational problems;;Analyse data to inform operational decisions or activities;;Analyse environmental data;;Analyse market research data;;Analyse operational data to evaluate operations, processes or products;;Analyse operational or research data;;Analyse test or performance data to assess equipment operation;;Anticipate the organisational implications of machine learning models;;Check quality of diagnostic images;;Collaborate on research activities with scientists or technical specialists;;Determine appropriate methods for data analysis;;Develop data analysis or data management procedures;;Develop software or applications for scientific or technical use;;Evaluate new technologies or methods;;Evaluate training programs, instructors or materials",
1220,"Introduction to HTML, CSS, & JavaScript",IBM,12,https://www.coursera.org/learn/introduction-html-css-javascript,"Construct patterns, templates or other work aids;;Create images or other visual displays;;Create marketing materials;;Design and plan outdoor layouts;;Design layout of art or product exhibits, displays or promotional materials;;Design layouts for print publications;;Design websites or applications;;Develop content for sales presentations or other materials;;Develop ideas for entertainment programs and features;;Develop software applications;;Develop specifications or procedures for website development or maintenance;;Enter information into databases or software programs",
1221,"Graph Search, Shortest Paths, and Data Structures",Stanford University,12,https://www.coursera.org/learn/algorithms-graphs-data-structures,"Analyse security of systems, network or data;;Analyse shipping information to make routing decisions;;Calculate weight of loads;;Choose optimal transportation routes or speeds;;Create databases to store electronic data;;Create graphical representations of structures, landscapes or aquatic systems;;Develop data analysis or data management procedures;;Develop procedures for data management;;Monitor the security of digital information;;Promote goods, services, or programs",
1222,Introduction to Generative AI,University of Colorado Boulder,9,https://www.coursera.org/learn/introduction-generative-ai,,
1223,Mastering Laravel Framework and PHP,Board Infinity,14,https://www.coursera.org/learn/laravel-framework-and-php,"Analyse website or related online data to track trends or usage;;Apply and maintain information security controls as required by policies or risk assessments;;Build models, patterns or templates;;Collect data about project sites;;Coordinate construction project activities;;Create databases to store electronic data;;Design websites or applications;;Develop business relationships;;Develop computer or information security policies or procedures;;Develop database parameters or specifications;;Develop detailed project plans;;Identify security threats and determine counter measures",
1225,Fundamentals of Java Programming,Board Infinity,12,https://www.coursera.org/learn/fundamentals-of-java-programming,"Build models, patterns or templates;;Construct patterns, templates or other work aids;;Create models of engineering designs or methods;;Design computer modelling or simulation programs;;Develop computer or information systems;;Develop procedures for data entry or processing;;Develop software applications;;Develop software or applications for scientific or technical use;;Enter information into databases or software programs",
1226,VLSI CAD Part I: Logic,University of Illinois at Urbana-Champaign,23,https://www.coursera.org/learn/vlsi-cad-logic,,
